Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
86496at7898	Single	CM081447.1	10775468	10809106	+	1370	329	0.7437	0.9487870619946092	0	86496at7898_8	10775469_10775627_+|10789612_10789816_+|10802661_10802816_+|10802935_10803057_+|10803794_10803932_+|10808827_10809106_+
86573at7898	Single	CM081448.1	29313379	29318807	-	1368	274	0.8275	1.0	0	86573at7898_0	29318755_29318807_-|29318557_29318671_-|29318294_29318452_-|29318079_29318193_-|29313879_29314088_-|29313658_29313804_-|29313380_29313519_-
86598at7898	Single	CM081440.1	72668184	72671651	+	859	257	0.6241	0.845679012345679	0	86598at7898_7	72668185_72668279_+|72668357_72668477_+|72668565_72668706_+|72670965_72671095_+|72671216_72671352_+|72671456_72671651_+
86651at7898	Single	CM081446.1	34130144	34131266	+	1460	311	0.746	0.9544235924932976	0	86651at7898_7	34130145_34131266_+
86658at7898	Single	CM081446.1	22244330	22262450	-	1236	303	0.638	0.9849624060150376	0	86658at7898	22262417_22262450_-|22262226_22262296_-|22259475_22259548_-|22259305_22259353_-|22257878_22257992_-|22257584_22257683_-|22257130_22257236_-|22255458_22255564_-|22250052_22250116_-|22249858_22249953_-|22244783_22245020_-|22244331_22244432_-
86692at7898	Single	CM081444.1	72449123	72457765	-	1492	257	0.8464	1.0	0	86692at7898	72457729_72457765_-|72457352_72457440_-|72457204_72457271_-|72457010_72457070_-|72455133_72455189_-|72454088_72454183_-|72453802_72453876_-|72450683_72450779_-|72450301_72450590_-|72450122_72450202_-|72449124_72449207_-
86776at7898	Single	CM081448.1	24838150	24840063	+	1858	321	0.8729	1.0	0	86776at7898_0	24838151_24838544_+|24838832_24839070_+|24839452_24840063_+
86790at7898	Single	CM081447.1	68982099	68995183	-	1742	315	0.6554	1.0	0	86790at7898_1	68995044_68995183_-|68994851_68994938_-|68991982_68992079_-|68991474_68991784_-|68990289_68990635_-|68990084_68990192_-|68989765_68989903_-|68982663_68982844_-|68982458_68982539_-|68982100_68982190_-
86831at7898	Single	CM081443.1	80114988	80132609	-	1034	222	0.6361	0.9678456591639871	0	86831at7898_2	80132416_80132609_-|80132165_80132316_-|80119525_80119710_-|80119316_80119441_-|80114989_80115245_-
86866at7898	Single	CM081440.1	70605120	70608363	+	692	251	0.4563	0.9164490861618799	0	86866at7898_3	70605121_70605202_+|70605848_70606146_+|70607716_70608363_+
86874at7898	Single	CM081441.1	109781200	109782259	+	1264	311	0.6856	0.9486486486486486	0	86874at7898_1	109781201_109782259_+
86875at7898	Single	CM081452.1	50885553	50932871	+	1506	308	0.7602	0.936986301369863	0	86875at7898_2	50885554_50885724_+|50891051_50891126_+|50891321_50891369_+|50896241_50896370_+|50897360_50897416_+|50905557_50905679_+|50918280_50918412_+|50921002_50921085_+|50931879_50932033_+|50932824_50932871_+
86889at7898	Single	CM081447.1	66135364	66146781	-	1833	343	0.9293	1.0	0	86889at7898_1	66146686_66146781_-|66145785_66145853_-|66145592_66145662_-|66145388_66145502_-|66143793_66143882_-|66142639_66142725_-|66138950_66138982_-|66138690_66138767_-|66137716_66137850_-|66137213_66137278_-|66137041_66137105_-|66135776_66135860_-|66135563_66135639_-|66135365_66135443_-
86952at7898	Single	CM081443.1	51156780	51174112	+	698	249	0.519	0.9964539007092199	0	86952at7898_4	51156781_51156977_+|51157706_51157814_+|51158019_51158081_+|51165303_51165365_+|51165506_51165556_+|51165907_51166002_+|51167347_51167454_+|51173960_51174112_+
87008at7898	Single	CM081442.1	81652885	81663045	+	1736	295	0.8561	1.0	0	87008at7898_0	81652886_81653131_+|81656925_81657014_+|81657137_81657190_+|81657292_81657393_+|81657489_81657594_+|81657683_81657750_+|81657828_81657944_+|81658034_81658090_+|81662480_81662602_+|81662715_81662876_+|81662968_81663045_+
87018at7898	Single	CM081447.1	39001254	39028368	-	912	311	0.4662	1.0	0	87018at7898_7	39028195_39028368_-|39023626_39023692_-|39023492_39023531_-|39022977_39023401_-|39019845_39019919_-|39017768_39017818_-|39015931_39016075_-|39015288_39015324_-|39005028_39005139_-|39004844_39004933_-|39001255_39001311_-
87030at7898	Single	CM081451.1	53157066	53161151	-	779	188	0.5806	0.9586776859504132	0	87030at7898_0	53161076_53161151_-|53160892_53161006_-|53160690_53160807_-|53158580_53158697_-|53157701_53157864_-|53157067_53157219_-
87039at7898	Single	CM081438.1	52370576	52382842	+	1284	264	0.7792	1.0	0	87039at7898_2	52370577_52370657_+|52377703_52377772_+|52378012_52378088_+|52378193_52378285_+|52378370_52378552_+|52378633_52378709_+|52380741_52380898_+|52382541_52382629_+|52382750_52382842_+
87100at7898	Single	CM081454.1	41376137	41394885	-	1503	259	0.8291	1.0	0	87100at7898_0	41394181_41394885_-|41380262_41380417_-|41376138_41376323_-
87158at7898	Single	CM081445.1	20245804	20262402	-	1805	424	0.6978	0.9538461538461539	0	87158at7898_2	20262267_20262402_-|20261635_20261835_-|20258320_20258444_-|20258097_20258234_-|20255024_20255131_-|20253775_20253900_-|20253483_20253680_-|20253264_20253384_-|20252887_20253068_-|20247477_20247566_-|20245805_20245885_-
87165at7898	Single	CM081449.1	62079540	62101176	+	1230	230	0.7722	0.9790940766550522	0	87165at7898_4	62079541_62079611_+|62079724_62079802_+|62082465_62082548_+|62090539_62090645_+|62090839_62090928_+|62091006_62091049_+|62091174_62091319_+|62100679_62100747_+|62100817_62100899_+|62101107_62101176_+
87177at7898	Single	CM081447.1	78462912	78474539	+	1120	275	0.6763	1.0	0	87177at7898_2	78462913_78462980_+|78463066_78463169_+|78467059_78467220_+|78467310_78467458_+|78468142_78468255_+|78473967_78474080_+|78474193_78474269_+|78474392_78474539_+
87214at7898	Single	CM081436.1	82501152	82518890	-	1423	234	0.7288	1.0	0	87214at7898_0	82518837_82518890_-|82518652_82518685_-|82506334_82506498_-|82506016_82506175_-|82505752_82505870_-|82505112_82505177_-|82504834_82505012_-|82501430_82501551_-|82501153_82501315_-
87239at7898	Single	CM081447.1	8870585	8880975	+	1197	334	0.5692	1.0	0	87239at7898_2	8870586_8870715_+|8870860_8871161_+|8871267_8871313_+|8871458_8871519_+|8871677_8871789_+|8874308_8874622_+|8876179_8876328_+|8878334_8878414_+|8880856_8880975_+
87269at7898	Single	CM081442.1	217736	242037	+	1306	269	0.7841	1.0	0	87269at7898_0	217737_217875_+|217943_218109_+|224493_224621_+|228250_228393_+|233063_233144_+|237962_238059_+|241852_242037_+
87291at7898	Single	CM081446.1	41234076	41240442	+	1518	283	0.8938	0.9221902017291066	0	87291at7898_3	41234077_41234234_+|41234316_41234486_+|41234822_41234920_+|41235024_41235099_+|41237703_41237788_+|41238631_41238758_+|41238952_41239001_+|41239945_41239994_+|41240166_41240213_+|41240349_41240442_+
87301at7898	Single	CM081442.1	41420420	41434746	-	1319	276	0.7538	1.0	0	87301at7898_1	41434670_41434746_-|41427711_41427824_-|41427531_41427633_-|41427343_41427392_-|41427143_41427224_-|41426993_41427053_-|41426592_41426701_-|41423441_41423516_-|41423245_41423320_-|41420421_41420655_-
87318at7898	Single	CM081442.1	70730104	70734566	+	858	284	0.5521	0.9832869080779945	0	87318at7898	70730105_70730309_+|70732775_70732920_+|70733237_70733371_+|70733579_70733755_+|70733844_70733915_+|70734318_70734566_+
87391at7898	Single	CM081449.1	87945973	87959280	-	1475	262	0.9241	0.9774193548387097	0	87391at7898	87959244_87959280_-|87958979_87959135_-|87956490_87956613_-|87953135_87953305_-|87947445_87947608_-|87947114_87947255_-|87945974_87946084_-
87446at7898	Single	CM081450.1	6476700	6482787	-	1060	277	0.5359	0.9705093833780161	0	87446at7898_8	6482647_6482787_-|6482452_6482552_-|6481867_6481960_-|6481665_6481753_-|6480215_6480288_-|6479978_6480058_-|6479065_6479294_-|6478764_6478817_-|6476701_6476916_-
87454at7898	Single	CM081451.1	65991363	65994362	+	1063	328	0.5754	0.9818181818181818	0	87454at7898_8	65991364_65992353_+|65993991_65994115_+|65994305_65994362_+
87543at7898	Single	CM081438.1	70702497	70710938	-	1325	292	0.7343	0.9707602339181286	0	87543at7898_3	70710892_70710938_-|70710541_70710676_-|70710325_70710399_-|70709798_70709942_-|70706523_70706623_-|70706355_70706422_-|70704105_70704246_-|70702710_70702872_-|70702498_70702625_-
87546at7898	Single	CM081438.1	60160180	60231662	+	1494	296	0.8634	1.0	0	87546at7898_0	60160181_60160283_+|60208209_60208465_+|60208745_60208918_+|60212594_60212769_+|60215273_60215374_+|60231509_60231662_+
87559at7898	Single	CM081454.1	39642786	39651437	-	1383	240	0.8069	0.991044776119403	0	87559at7898_1	39651137_39651437_-|39646120_39646283_-|39644734_39644874_-|39643927_39644022_-|39643632_39643709_-|39642787_39643029_-
87566at7898	Single	CM081437.1	86126306	86130483	-	1275	231	0.7011	1.0	0	87566at7898_2	86130357_86130483_-|86128510_86128673_-|86128271_86128400_-|86127156_86127347_-|86126988_86127065_-|86126706_86126850_-|86126519_86126650_-|86126307_86126445_-
87601at7898	Single	CM081439.1	6232800	6240279	-	978	295	0.6005	1.0	0	87601at7898_3	6240226_6240279_-|6233101_6233985_-|6232801_6232980_-
87658at7898	Single	CM081437.1	32100371	32104666	+	1397	292	0.7918	0.9491017964071856	0	87658at7898_1	32100372_32100681_+|32102436_32102694_+|32104082_32104245_+|32104449_32104666_+
87680at7898	Single	CM081436.1	29360001	29391246	+	1524	306	0.8187	0.9097744360902256	0	87680at7898_8	29360002_29360076_+|29362867_29362960_+|29364781_29364887_+|29374551_29374588_+|29375913_29375991_+|29376084_29376178_+|29380081_29380126_+|29380751_29380897_+|29384829_29384911_+|29385510_29385549_+|29387617_29387710_+|29390947_29391045_+|29391158_29391246_+
87714at7898	Single	CM081451.1	25625384	25645225	+	1224	251	0.7763	1.0	0	87714at7898_1	25625385_25625590_+|25630504_25630631_+|25630715_25630828_+|25631061_25631203_+|25641749_25641867_+|25645057_25645225_+
87718at7898	Single	CM081447.1	3816355	3876163	-	1273	249	0.8114	1.0	0	87718at7898_1	3876107_3876163_-|3862800_3862943_-|3856463_3856612_-|3831483_3831563_-|3825549_3825623_-|3825311_3825461_-|3821353_3821505_-|3816356_3816435_-
87784at7898	Single	CM081455.1	28174136	28175129	-	1143	284	0.6828	0.9340974212034384	0	87784at7898_6	28174137_28175129_-
87913at7898	Single	CM081452.1	58927227	58938013	-	1735	308	0.9051	1.0	0	87913at7898_0	58937644_58938013_-|58935993_58936120_-|58931745_58931964_-|58927228_58927613_-
87943at7898	Single	CM081450.1	1746485	1751938	-	2058	395	0.8378	0.9894736842105263	0	87943at7898_8	1751678_1751938_-|1751445_1751546_-|1751078_1751252_-|1749726_1749847_-|1749563_1749628_-|1749059_1749160_-|1748844_1748954_-|1748655_1748740_-|1748507_1748565_-|1748211_1748320_-|1746681_1746848_-|1746486_1746563_-
87992at7898	Single	CM081443.1	96207333	96220727	-	1233	228	0.8269	0.9623287671232876	0	87992at7898_4	96220657_96220727_-|96216346_96216442_-|96213502_96213600_-|96212859_96212924_-|96212728_96212784_-|96210030_96210088_-|96209900_96209942_-|96209765_96209823_-|96209622_96209682_-|96209365_96209436_-|96207508_96207563_-|96207334_96207439_-
88010at7898	Single	CM081454.1	48408677	48409917	-	1093	237	0.6748	0.9781931464174455	0	88010at7898_7	48409305_48409917_-|48408678_48409027_-
88025at7898	Single	CM081451.1	38037008	38045085	+	1402	286	0.8043	0.7351598173515982	0	88025at7898_4	38037009_38037191_+|38037821_38037909_+|38038246_38038302_+|38039662_38039736_+|38041892_38042273_+|38043120_38043229_+|38045016_38045085_+
88055at7898	Single	CM081442.1	76582163	76634737	+	896	204	0.5714	0.896358543417367	0	88055at7898_3	76582164_76582312_+|76582445_76582772_+|76610088_76610165_+|76632472_76632768_+|76634630_76634737_+
88065at7898	Single	CM081453.1	46294291	46304154	+	1074	300	0.5821	1.0	0	88065at7898_3	46294292_46294390_+|46297323_46297479_+|46298093_46298208_+|46298286_46298549_+|46298962_46299202_+|46303745_46303942_+|46304042_46304154_+
88070at7898	Single	CM081455.1	42723735	42728483	+	961	252	0.5293	0.9225181598062954	0	88070at7898_3	42723736_42723958_+|42725187_42725451_+|42725546_42725698_+|42726553_42726940_+|42727028_42727102_+|42727209_42727283_+|42728415_42728483_+
88107at7898	Single	CM081444.1	64167244	64339110	-	1009	209	0.7377	1.0	0	88107at7898_0	64338951_64339110_-|64251380_64251663_-|64167245_64167532_-
88151at7898	Single	CM081438.1	90778248	90790620	+	1121	255	0.7597	0.7921348314606742	0	88151at7898_8	90778249_90778315_+|90779853_90780002_+|90780108_90780332_+|90782158_90782264_+|90785780_90785868_+|90788232_90788343_+|90790522_90790620_+
88154at7898	Single	CM081437.1	42369434	42375465	-	1221	262	0.7792	0.953125	0	88154at7898_7	42374958_42375465_-|42374756_42374859_-|42369435_42369746_-
8815at7898	Single	CM081435.1	29261434	29288234	+	6133	1125	0.9108	1.0	0	8815at7898_0	29261435_29261758_+|29262133_29262258_+|29265212_29265362_+|29265584_29265736_+|29266083_29266216_+|29270250_29270410_+|29270534_29270690_+|29271877_29271951_+|29272048_29272215_+|29272321_29272424_+|29272583_29272697_+|29275909_29276052_+|29276146_29276243_+|29276384_29276486_+|29276864_29276946_+|29277306_29277441_+|29277614_29277778_+|29283053_29283147_+|29283243_29283365_+|29284342_29284531_+|29285330_29285571_+|29285760_29285835_+|29285905_29286032_+|29286240_29286480_+|29286604_29286729_+|29287820_29287935_+|29288069_29288234_+
88231at7898	Single	CM081454.1	36549040	36551296	-	973	251	0.6406	0.939799331103679	0	88231at7898_7	36550721_36551296_-|36549041_36549304_-
88282at7898	Single	CM081447.1	27463994	27469119	-	1155	259	0.6726	1.0	0	88282at7898_7	27469018_27469119_-|27468816_27468927_-|27466435_27466628_-|27465140_27465218_-|27464543_27464706_-|27464296_27464419_-|27463995_27464178_-
88351at7898	Single	CM081454.1	52793218	52801025	-	1376	385	0.5975	1.0	0	88351at7898_7	52800852_52801025_-|52797309_52797551_-|52796635_52797117_-|52796261_52796432_-|52793219_52793521_-
8836at7898	Single	CM081455.1	40486549	40547892	+	4458	1095	0.6092	1.0	0	8836at7898_3	40486550_40486923_+|40510364_40510475_+|40515344_40515831_+|40516491_40516626_+|40526614_40526761_+|40529359_40529442_+|40529705_40529791_+|40530352_40530535_+|40530612_40530784_+|40532377_40532532_+|40532632_40532768_+|40535691_40535838_+|40536083_40536228_+|40536855_40537030_+|40537386_40537521_+|40539157_40539457_+|40540473_40540627_+|40542536_40542638_+|40543195_40543402_+|40543482_40543615_+|40543740_40543895_+|40544801_40544944_+|40545026_40545138_+|40547028_40547183_+|40547809_40547892_+
88370at7898	Single	CM081454.1	41467452	41482316	-	1270	221	0.8984	0.9588014981273408	0	88370at7898_1	41482211_41482316_-|41474816_41474964_-|41472771_41472877_-|41472443_41472566_-|41470236_41470288_-|41468551_41468641_-|41467453_41467587_-
88417at7898	Single	CM081442.1	38066900	38089329	+	908	267	0.5852	0.943217665615142	0	88417at7898	38066901_38066966_+|38067505_38067607_+|38067968_38068111_+|38071867_38071982_+|38072077_38072136_+|38072303_38072431_+|38073216_38073284_+|38073402_38073503_+|38075380_38075452_+|38089259_38089329_+
88426at7898	Single	CM081438.1	56789499	56803401	+	1060	270	0.6568	0.934375	0	88426at7898_8	56789500_56789563_+|56796468_56796582_+|56796814_56796864_+|56797004_56797088_+|56797992_56798130_+|56798644_56798750_+|56800655_56800748_+|56800854_56800991_+|56803286_56803401_+
88484at7898	Single	CM081454.1	46038530	46055985	+	707	280	0.4451	1.0	0	88484at7898_9	46038531_46038793_+|46047772_46047913_+|46048062_46048289_+|46055599_46055985_+
88541at7898	Single	CM081441.1	109023102	109036434	-	1080	241	0.6742	1.0	0	88541at7898_2	109036330_109036434_-|109031414_109031515_-|109030329_109030472_-|109028293_109028343_-|109028069_109028213_-|109027807_109027910_-|109027550_109027682_-|109023103_109023273_-
88626at7898	Single	CM081439.1	86965909	86979827	+	1173	250	0.7575	1.0	0	88626at7898_1	86965910_86966116_+|86966215_86966282_+|86979124_86979492_+|86979593_86979827_+
88658at7898	Single	CM081435.1	44378847	44397471	+	1376	264	0.8372	0.9555555555555556	0	88658at7898_8	44378848_44379016_+|44379099_44379172_+|44382358_44382532_+|44391761_44391862_+|44395937_44396112_+|44397164_44397235_+|44397337_44397471_+
88672at7898	Single	CM081447.1	62789408	62807088	-	1348	261	0.7962	0.9815384615384616	0	88672at7898_6	62807041_62807088_-|62801167_62801335_-|62800977_62801023_-|62794683_62794751_-|62794471_62794563_-|62794261_62794374_-|62794083_62794142_-|62793844_62793995_-|62789910_62789995_-|62789409_62789521_-
88690at7898	Single	CM081452.1	52053561	52061591	-	1275	258	0.7114	1.0	0	88690at7898_4	52061539_52061591_-|52060389_52060467_-|52059988_52060148_-|52058374_52058468_-|52058041_52058240_-|52057844_52057945_-|52056081_52056132_-|52055846_52055964_-|52055519_52055616_-|52053562_52053634_-
88716at7898	Single	CM081441.1	78473031	78492348	+	1057	290	0.5901	0.8776041666666666	0	88716at7898_8	78473032_78473236_+|78476836_78476981_+|78478558_78478653_+|78479692_78479758_+|78480565_78480722_+|78483330_78483470_+|78491123_78491238_+|78492288_78492348_+
88845at7898	Single	CM081443.1	82672459	82695363	-	1410	222	0.9458	1.0	0	88845at7898_8	82695345_82695363_-|82694007_82694077_-|82685004_82685043_-|82677380_82677467_-|82677045_82677124_-|82676794_82676864_-|82674503_82674594_-|82674305_82674413_-|82672787_82672891_-|82672598_82672700_-|82672460_82672512_-
8889at7898	Single	CM081449.1	66729102	66746011	+	5015	936	0.8167	0.9903083700440528	0	8889at7898_6	66729103_66729246_+|66731439_66731606_+|66731790_66731936_+|66733627_66733759_+|66733890_66734026_+|66735668_66735891_+|66735973_66736144_+|66738416_66738587_+|66739373_66739654_+|66742611_66742744_+|66742828_66742995_+|66743151_66743307_+|66743452_66743648_+|66743744_66743994_+|66745132_66746011_+
88905at7898	Single	CM081451.1	25942476	25961354	-	1331	274	0.8006	0.9876923076923076	0	88905at7898_5	25961211_25961354_-|25961001_25961037_-|25953697_25953836_-|25951687_25951775_-|25950456_25950689_-|25943238_25943368_-|25942820_25942906_-|25942477_25942577_-
88955at7898	Single	CM081450.1	25205910	25275962	-	1271	286	0.6718	1.0	0	88955at7898_9	25275456_25275962_-|25240131_25240301_-|25226514_25226667_-|25216487_25216530_-|25207129_25207248_-|25205911_25206045_-
88968at7898	Single	CM081450.1	38562792	38563995	-	1846	289	0.8688	1.0	0	88968at7898_0	38562793_38563995_-
88988at7898	Single	CM081452.1	46542525	46549524	+	1424	313	0.75	0.8564593301435407	0	88988at7898_3	46542526_46542687_+|46542781_46542918_+|46545294_46545396_+|46548830_46549524_+
88998at7898	Single	CM081441.1	85227831	85242265	+	848	353	0.4783	0.840630472854641	0	88998at7898_0	85227832_85227955_+|85228028_85228118_+|85228301_85228469_+|85229942_85230071_+|85234524_85234690_+|85234859_85235021_+|85235108_85235201_+|85235294_85235454_+|85235539_85235662_+|85241969_85242056_+|85242208_85242265_+
89012at7898	Single	CM081451.1	36861490	36865026	-	1056	221	0.754	0.8129032258064516	0	89012at7898_4	36864963_36865026_-|36861491_36862182_-
89072at7898	Single	CM081440.1	35446297	35457617	+	1068	304	0.5994	1.0	0	89072at7898_0	35446298_35446571_+|35454235_35454347_+|35455576_35455684_+|35457058_35457617_+
8910at7898	Single	CM081438.1	31889383	32010398	+	4941	1157	0.6854	1.0	0	8910at7898_8	31889384_31889637_+|31942427_31942498_+|31985265_31985336_+|31990063_31990134_+|31990226_31990297_+|31997650_31997813_+|31999099_31999312_+|31999450_31999614_+|32001114_32001312_+|32001408_32001557_+|32001637_32001798_+|32003706_32003909_+|32004009_32004198_+|32004803_32005011_+|32005100_32005227_+|32006909_32007032_+|32007123_32007271_+|32008750_32008839_+|32008979_32010398_+
89146at7898	Single	CM081438.1	45345588	45350324	+	1443	241	0.8925	0.9870550161812298	0	89146at7898_3	45345589_45345724_+|45347951_45347983_+|45348076_45348197_+|45348303_45348433_+|45348507_45348579_+|45348680_45348748_+|45348829_45348897_+|45348969_45349019_+|45349123_45349211_+|45349970_45350054_+|45350262_45350324_+
8916at7898	Single	CM081446.1	35038158	35079167	+	4936	955	0.7678	1.0	0	8916at7898_2	35038159_35038295_+|35048341_35048404_+|35059937_35060075_+|35060264_35060378_+|35065333_35065464_+|35065605_35065692_+|35065773_35065850_+|35067525_35067662_+|35067765_35067879_+|35067975_35068075_+|35068157_35068259_+|35068348_35068544_+|35069823_35069940_+|35070030_35070126_+|35070203_35070341_+|35070479_35070578_+|35070705_35070793_+|35074608_35074689_+|35074874_35074963_+|35075054_35075167_+|35075239_35075327_+|35075411_35075498_+|35075811_35075963_+|35076366_35076447_+|35077923_35078694_+|35078792_35078907_+|35079077_35079167_+
89247at7898	Single	CM081439.1	90451070	90452030	+	1039	231	0.6481	1.0	0	89247at7898_2	90451071_90452030_+
89267at7898	Single	CM081457.1	32119515	32202725	-	1414	255	0.9225	1.0	0	89267at7898_0	32202557_32202725_-|32194714_32194844_-|32193157_32193237_-|32164216_32164342_-|32163982_32164076_-|32137293_32137431_-|32119516_32119625_-
89294at7898	Single	CM081436.1	101403907	101434845	+	2296	385	0.7727	1.0	0	89294at7898_6	101403908_101403936_+|101407013_101407313_+|101407400_101407519_+|101407618_101407694_+|101410434_101410486_+|101414617_101414822_+|101417137_101417345_+|101417617_101417677_+|101417950_101418007_+|101418236_101418471_+|101426176_101426271_+|101434023_101434108_+|101434189_101434307_+|101434727_101434845_+
89298at7898	Single	CM081445.1	1557750	1572436	-	1375	262	0.8228	1.0	0	89298at7898_4	1572375_1572436_-|1561231_1561348_-|1561086_1561153_-|1560877_1560944_-|1560447_1560559_-|1560167_1560310_-|1558203_1558310_-|1557907_1558098_-|1557751_1557825_-
892at7898	Single	CM081435.1	135132129	135244730	-	15174	2594	0.8518	1.0	0	892at7898_7	135244639_135244730_-|135244230_135244278_-|135242857_135243013_-|135239143_135239483_-|135238515_135238638_-|135238371_135238435_-|135236528_135236670_-|135219253_135219526_-|135219041_135219175_-|135217181_135217397_-|135215294_135215434_-|135213104_135213372_-|135212631_135212966_-|135212414_135212545_-|135210417_135210564_-|135202859_135203007_-|135199880_135200043_-|135198424_135198522_-|135198112_135198320_-|135192025_135192131_-|135191012_135191165_-|135186353_135186525_-|135181537_135181749_-|135181295_135181430_-|135181022_135181155_-|135177856_135178033_-|135177538_135177747_-|135175885_135175982_-|135175140_135175343_-|135174953_135175060_-|135174201_135174339_-|135172134_135172315_-|135171797_135171928_-|135168194_135168380_-|135165696_135165827_-|135165443_135165586_-|135165222_135165322_-|135163991_135164077_-|135163714_135163897_-|135159958_135160052_-|135159754_135159843_-|135159026_135159395_-|135158676_135158941_-|135157566_135157700_-|135157339_135157477_-|135157156_135157252_-|135156459_135156629_-|135156183_135156275_-|135155885_135156103_-|135154802_135155032_-|135152002_135152125_-|135151792_135151917_-|135149751_135149874_-|135147408_135147614_-|135144862_135145046_-|135144593_135144758_-|135141841_135142020_-|135141590_135141737_-|135139482_135139538_-|135138503_135138584_-|135136169_135136274_-|135135846_135135866_-|135135373_135135602_-|135132130_135132615_-
89316at7898	Single	CM081442.1	55276404	55278879	+	1121	247	0.658	1.0	0	89316at7898_1	55276405_55276498_+|55276878_55277068_+|55277154_55277430_+|55277709_55277792_+|55277899_55277979_+|55278326_55278430_+|55278547_55278596_+|55278805_55278879_+
8936at7898	Single	CM081441.1	48338662	48632367	-	5727	1249	0.7477	0.9985994397759104	0	8936at7898_5	48632261_48632367_-|48588161_48588265_-|48525085_48525238_-|48521889_48522046_-|48516179_48516271_-|48501127_48501215_-|48490499_48490543_-|48463539_48463679_-|48463285_48463446_-|48460228_48460369_-|48458987_48459186_-|48453176_48453229_-|48446381_48446508_-|48442030_48442213_-|48438525_48438699_-|48438203_48438324_-|48428847_48429034_-|48418816_48418942_-|48396625_48396806_-|48390141_48390255_-|48384812_48384968_-|48382055_48382161_-|48381495_48381539_-|48379389_48379525_-|48376733_48376877_-|48374848_48374907_-|48374387_48374454_-|48368037_48368147_-|48367704_48367791_-|48367445_48367483_-|48364865_48364970_-|48350124_48350287_-|48344930_48344966_-|48339250_48339272_-|48339096_48339151_-|48338663_48338929_-
89380at7898	Single	CM081447.1	35196534	35203352	-	1443	242	0.9544	1.0	0	89380at7898	35203236_35203352_-|35199951_35200144_-|35198011_35198172_-|35197524_35197668_-|35197095_35197205_-|35196535_35196660_-
89467at7898	Single	CM081451.1	29940898	29993819	-	1283	292	0.7195	0.9371428571428572	0	89467at7898	29993687_29993819_-|29989384_29989535_-|29989167_29989275_-|29988088_29988239_-|29985924_29986043_-|29943875_29944002_-|29940899_29941088_-
89471at7898	Single	CM081448.1	71339677	71375254	-	1369	311	0.787	0.8901098901098901	0	89471at7898_4	71375012_71375254_-|71365226_71365306_-|71354724_71354806_-|71344791_71344909_-|71339678_71340123_-
89543at7898	Single	CM081451.1	747755	819805	-	1494	242	0.9023	1.0	0	89543at7898_0	819722_819805_-|815734_815888_-|793931_794137_-|766475_766656_-|755954_756030_-|747756_747971_-
89663at7898	Single	CM081441.1	104213726	104258034	+	1084	270	0.6113	1.0	0	89663at7898_1	104213727_104213830_+|104231546_104231724_+|104234821_104234964_+|104235220_104235366_+|104239094_104239279_+|104257838_104258034_+
89699at7898	Single	CM081440.1	109547870	109655480	-	1352	285	0.8171	0.8986301369863013	0	89699at7898_1	109655361_109655480_-|109645966_109646122_-|109622107_109622198_-|109620380_109620494_-|109618578_109618664_-|109590928_109591044_-|109570503_109570687_-|109547871_109547966_-
89739at7898	Single	CM081454.1	28598320	28608549	+	1262	295	0.6997	0.8783068783068783	0	89739at7898_3	28598321_28598441_+|28599181_28599306_+|28600617_28600732_+|28601001_28601182_+|28603497_28603661_+|28605154_28605271_+|28605831_28605932_+|28606020_28606053_+|28608515_28608549_+
89829at7898	Single	CM081446.1	43798223	43799066	-	655	200	0.5101	0.8146067415730337	0	89829at7898	43798224_43799066_-
89877at7898	Single	CM081452.1	18145765	18153384	+	958	229	0.6926	0.6980609418282548	0	89877at7898_7	18145766_18145854_+|18146049_18146139_+|18152013_18152107_+|18152210_18152408_+|18152742_18152870_+|18153217_18153384_+
89901at7898	Single	CM081445.1	93737961	93745866	+	1099	274	0.6634	0.9774193548387097	0	89901at7898_8	93737962_93738042_+|93738842_93738944_+|93739455_93739520_+|93739602_93739710_+|93739860_93739933_+|93740021_93740074_+|93740455_93740508_+|93740591_93740688_+|93741441_93741554_+|93745711_93745866_+
89919at7898	Single	CM081445.1	4182038	4186508	+	1121	245	0.7305	0.8885350318471338	0	89919at7898_9	4182039_4182198_+|4182667_4182784_+|4183807_4183905_+|4185141_4185189_+|4185284_4185433_+|4185630_4185803_+|4186413_4186508_+
8999at7898	Single	CM081455.1	37077371	37100307	+	7379	1370	0.8212	1.0	0	8999at7898_1	37077372_37077447_+|37082046_37082152_+|37082725_37082803_+|37083667_37083721_+|37084746_37084878_+|37085058_37085086_+|37087315_37087386_+|37091160_37091234_+|37092405_37092568_+|37092713_37092824_+|37093506_37093630_+|37095311_37095438_+|37095755_37095960_+|37096071_37096162_+|37096323_37096428_+|37096518_37100307_+
90053at7898	Single	CM081440.1	50016417	50051211	-	1290	260	0.8272	1.0	0	90053at7898_3	50051161_50051211_-|50049942_50050038_-|50037090_50037190_-|50034309_50034470_-|50032156_50032331_-|50029450_50029621_-|50026000_50026091_-|50016418_50016469_-
90099at7898	Single	CM081449.1	6496459	6510361	-	898	210	0.6217	0.8859649122807017	0	90099at7898_7	6510068_6510361_-|6506257_6506394_-|6501004_6501133_-|6500720_6500805_-|6500458_6500526_-|6498138_6498229_-|6496460_6496547_-
