GENE	obeta_ncbi	obeta_ragtag_ncbi	obeta_ragtag_tama
ENSCGOG00000022786	M	M	I
ENSCGOG00000007183	I	I	I
ENSCGOG00000021912	I	I	I
ENSCGOG00000014508	I	I	I
ENSCGOG00000002301	PI	PI	PI
ENSCGOG00000012591	I	I	I
ENSCGOG00000024707	I	I	I
ENSCGOG00000017319	M	I	I
ENSCGOG00000013905	L	L	L
ENSCGOG00000000933	I	I	I
ENSCGOG00000021446	UL	UL	UL
ENSCGOG00000010260	UL	L	L
ENSCGOG00000021626	I	I	I
ENSCGOG00000022982	L	L	L
ENSCGOG00000012766	UL	UL	UL
ENSCGOG00000007325	UL	UL	UL
ENSCGOG00000013005	UL	UL	UL
ENSCGOG00000020683	I	I	I
ENSCGOG00000015491	I	I	I
ENSCGOG00000006684	I	I	I
ENSCGOG00000022548	I	I	I
ENSCGOG00000013704	I	I	I
ENSCGOG00000023035	I	I	I
ENSCGOG00000015979	I	I	I
ENSCGOG00000017565	I	M	M
ENSCGOG00000004761	I	I	I
ENSCGOG00000005309	I	I	I
ENSCGOG00000022401	I	I	I
ENSCGOG00000000771	UL	UL	UL
ENSCGOG00000001107	L	L	L
ENSCGOG00000022069	I	I	I
ENSCGOG00000017278	L	L	L
ENSCGOG00000018101	I	I	I
ENSCGOG00000011464	I	I	I
ENSCGOG00000009578	UL	UL	UL
ENSCGOG00000005472	I	I	I
ENSCGOG00000017686	I	I	I
ENSCGOG00000009070	I	I	I
ENSCGOG00000012776	I	I	I
ENSCGOG00000022223	I	I	I
ENSCGOG00000004907	I	I	I
ENSCGOG00000007444	UL	UL	UL
ENSCGOG00000007552	L	L	L
ENSCGOG00000009545	I	I	I
ENSCGOG00000018202	UL	UL	UL
ENSCGOG00000015889	I	I	I
ENSCGOG00000018344	I	I	I
ENSCGOG00000010562	L	UL	UL
ENSCGOG00000019374	I	UL	UL
ENSCGOG00000023394	I	I	I
ENSCGOG00000012181	L	L	L
ENSCGOG00000019691	L	L	M
ENSCGOG00000007190	I	I	I
ENSCGOG00000021440	I	I	I
ENSCGOG00000021127	L	L	L
ENSCGOG00000011703	I	I	I
ENSCGOG00000006640	PI	PI	I
ENSCGOG00000014127	I	I	I
ENSCGOG00000006690	I	I	I
ENSCGOG00000013757	PG	PG	PG
ENSCGOG00000007612	I	I	I
ENSCGOG00000023369	I	I	I
ENSCGOG00000003468	UL	I	I
ENSCGOG00000002055	I	I	I
ENSCGOG00000017780	I	I	I
ENSCGOG00000013536	UL	UL	UL
ENSCGOG00000005906	I	I	L
ENSCGOG00000004620	L	L	L
ENSCGOG00000019506	I	I	I
ENSCGOG00000019854	UL	UL	UL
ENSCGOG00000013598	L	L	L
ENSCGOG00000008860	L	M	M
ENSCGOG00000012308	I	I	I
ENSCGOG00000004740	I	I	I
ENSCGOG00000023908	I	I	I
ENSCGOG00000000969	L	L	L
ENSCGOG00000010715	I	M	M
ENSCGOG00000001407	I	I	I
ENSCGOG00000001958	I	I	I
ENSCGOG00000013888	I	I	I
ENSCGOG00000012507	UL	UL	UL
ENSCGOG00000009065	I	I	I
ENSCGOG00000008184	L	L	L
ENSCGOG00000023412	I	I	I
ENSCGOG00000003722	I	I	I
ENSCGOG00000023718	L	M	M
ENSCGOG00000018415	I	I	I
ENSCGOG00000024483	I	I	I
ENSCGOG00000003615	PI	PI	PI
ENSCGOG00000021109	I	I	I
ENSCGOG00000019744	L	L	L
ENSCGOG00000000370	L	L	L
ENSCGOG00000014222	L	L	L
ENSCGOG00000023435	I	I	I
ENSCGOG00000013496	I	I	I
ENSCGOG00000011866	I	I	I
ENSCGOG00000008121	I	I	I
ENSCGOG00000009564	I	I	I
ENSCGOG00000001495	I	I	I
ENSCGOG00000021231	UL	UL	UL
ENSCGOG00000020042	I	I	I
ENSCGOG00000017685	M	M	M
ENSCGOG00000015408	I	I	I
ENSCGOG00000014831	UL	UL	UL
ENSCGOG00000004396	I	UL	UL
ENSCGOG00000004908	I	I	I
ENSCGOG00000020232	I	I	I
ENSCGOG00000021456	I	I	I
ENSCGOG00000013355	I	I	I
ENSCGOG00000015518	L	L	L
ENSCGOG00000013266	I	I	I
ENSCGOG00000003814	PM	M	M
ENSCGOG00000017708	I	I	I
ENSCGOG00000001480	I	I	I
ENSCGOG00000002863	I	I	I
ENSCGOG00000023544	I	I	I
ENSCGOG00000008347	M	PM	PM
ENSCGOG00000005487	L	L	L
ENSCGOG00000004070	L	L	L
ENSCGOG00000000606	I	I	I
ENSCGOG00000010609	I	I	I
ENSCGOG00000005888	UL	UL	UL
ENSCGOG00000009808	L	M	M
ENSCGOG00000006138	L	L	L
ENSCGOG00000018891	I	I	I
ENSCGOG00000004828	L	L	L
ENSCGOG00000024491	I	I	I
ENSCGOG00000016545	I	I	I
ENSCGOG00000015780	L	L	L
ENSCGOG00000022776	I	I	I
ENSCGOG00000004922	L	L	L
ENSCGOG00000003083	I	I	I
ENSCGOG00000005011	L	L	L
ENSCGOG00000002599	I	I	I
ENSCGOG00000000603	I	I	I
ENSCGOG00000001303	L	L	L
ENSCGOG00000024386	I	I	I
ENSCGOG00000006448	I	I	I
ENSCGOG00000019381	I	UL	UL
ENSCGOG00000021839	L	L	M
ENSCGOG00000002852	I	I	I
ENSCGOG00000009583	I	I	I
ENSCGOG00000011485	I	I	I
ENSCGOG00000003119	L	L	L
ENSCGOG00000006223	I	I	I
ENSCGOG00000016872	UL	UL	UL
ENSCGOG00000006929	I	PI	PI
ENSCGOG00000001308	L	L	L
ENSCGOG00000008363	I	I	I
ENSCGOG00000023293	L	L	L
ENSCGOG00000024525	I	I	I
ENSCGOG00000017033	L	M	M
ENSCGOG00000013707	L	L	L
ENSCGOG00000004013	I	I	I
ENSCGOG00000007721	L	L	L
ENSCGOG00000009972	I	I	I
ENSCGOG00000003146	I	I	I
ENSCGOG00000023679	PM	M	M
ENSCGOG00000011638	UL	L	L
ENSCGOG00000010154	L	M	L
ENSCGOG00000024304	I	I	I
ENSCGOG00000022367	I	I	I
ENSCGOG00000005491	I	L	L
ENSCGOG00000006976	I	I	I
ENSCGOG00000005829	I	I	I
ENSCGOG00000008704	UL	UL	UL
ENSCGOG00000023261	I	I	PI
ENSCGOG00000009987	UL	UL	UL
ENSCGOG00000010830	I	I	M
ENSCGOG00000023742	I	M	M
ENSCGOG00000005645	L	M	M
ENSCGOG00000013292	L	L	L
ENSCGOG00000001733	UL	UL	UL
ENSCGOG00000015271	I	I	I
ENSCGOG00000005323	UL	UL	UL
ENSCGOG00000007863	I	I	I
ENSCGOG00000008049	L	L	L
ENSCGOG00000008408	I	I	I
ENSCGOG00000023757	UL	UL	UL
ENSCGOG00000015233	UL	UL	UL
ENSCGOG00000019310	I	I	I
ENSCGOG00000019630	I	I	I
ENSCGOG00000024516	L	L	L
ENSCGOG00000023061	I	I	I
ENSCGOG00000001041	L	L	L
ENSCGOG00000017729	I	I	I
ENSCGOG00000020116	I	I	I
ENSCGOG00000004437	I	UL	L
ENSCGOG00000005252	L	L	L
ENSCGOG00000009234	I	I	I
ENSCGOG00000021028	I	I	I
ENSCGOG00000015378	I	I	I
ENSCGOG00000007534	I	I	I
ENSCGOG00000019401	UL	UL	UL
ENSCGOG00000004535	L	M	M
ENSCGOG00000021168	I	I	I
ENSCGOG00000021766	I	I	I
ENSCGOG00000009776	L	L	L
ENSCGOG00000022454	I	I	I
ENSCGOG00000003604	I	I	I
ENSCGOG00000020424	L	L	M
ENSCGOG00000002687	I	I	I
ENSCGOG00000023020	I	I	I
ENSCGOG00000011624	I	I	I
ENSCGOG00000020278	L	I	I
ENSCGOG00000003142	UL	UL	UL
ENSCGOG00000004652	L	L	L
ENSCGOG00000021892	I	I	I
ENSCGOG00000011227	I	I	I
ENSCGOG00000020072	I	I	I
ENSCGOG00000009622	PI	PI	PI
ENSCGOG00000000456	I	I	I
ENSCGOG00000020636	PG	L	PG
ENSCGOG00000009438	I	I	I
ENSCGOG00000024681	I	I	I
ENSCGOG00000018081	I	I	I
ENSCGOG00000012759	L	L	L
ENSCGOG00000007165	I	I	I
ENSCGOG00000018201	I	I	I
ENSCGOG00000007172	I	I	I
ENSCGOG00000021207	I	I	I
ENSCGOG00000017981	I	I	I
ENSCGOG00000009498	L	L	M
ENSCGOG00000012416	I	I	I
ENSCGOG00000013102	I	I	I
ENSCGOG00000016340	PM	L	L
ENSCGOG00000020833	I	I	I
ENSCGOG00000020436	L	PG	PG
ENSCGOG00000007822	I	I	I
ENSCGOG00000002191	I	I	I
ENSCGOG00000017716	I	I	I
ENSCGOG00000014593	L	L	L
ENSCGOG00000003858	I	I	I
ENSCGOG00000014206	I	UL	UL
ENSCGOG00000003670	L	UL	L
ENSCGOG00000022968	L	L	L
ENSCGOG00000023125	UL	UL	UL
ENSCGOG00000022905	UL	UL	UL
ENSCGOG00000010889	I	I	I
ENSCGOG00000006709	UL	UL	UL
ENSCGOG00000004425	I	I	I
ENSCGOG00000006559	L	L	L
ENSCGOG00000003933	I	I	I
ENSCGOG00000008612	UL	UL	UL
ENSCGOG00000016919	I	I	I
ENSCGOG00000001352	UL	UL	UL
ENSCGOG00000005628	UL	UL	UL
ENSCGOG00000024431	I	I	I
ENSCGOG00000010080	I	I	I
ENSCGOG00000012245	I	I	I
ENSCGOG00000013815	I	I	I
ENSCGOG00000001459	I	I	I
ENSCGOG00000005871	L	L	L
ENSCGOG00000008403	I	I	I
ENSCGOG00000016560	UL	UL	L
ENSCGOG00000015492	I	I	I
ENSCGOG00000010733	I	I	I
ENSCGOG00000005677	UL	I	I
ENSCGOG00000006297	L	L	L
ENSCGOG00000009551	I	I	I
ENSCGOG00000012663	L	L	L
ENSCGOG00000012857	I	L	I
ENSCGOG00000004207	L	L	L
ENSCGOG00000009822	I	UL	UL
ENSCGOG00000014710	UL	UL	UL
ENSCGOG00000000743	I	I	I
ENSCGOG00000020787	UL	UL	UL
ENSCGOG00000010989	I	I	I
ENSCGOG00000006147	I	I	I
ENSCGOG00000022117	I	I	I
ENSCGOG00000018170	I	I	I
ENSCGOG00000002209	I	I	I
ENSCGOG00000020145	L	L	UL
ENSCGOG00000010090	L	UL	UL
ENSCGOG00000010122	PM	PM	PM
ENSCGOG00000006899	I	I	I
ENSCGOG00000018733	L	L	L
ENSCGOG00000011752	I	I	I
ENSCGOG00000012655	I	I	I
ENSCGOG00000016771	I	I	I
ENSCGOG00000019457	I	I	I
ENSCGOG00000015219	UL	UL	UL
ENSCGOG00000022611	I	I	I
ENSCGOG00000024207	I	I	I
ENSCGOG00000020962	L	L	L
ENSCGOG00000016211	L	L	PG
ENSCGOG00000013790	L	L	L
ENSCGOG00000018564	M	M	M
ENSCGOG00000018189	I	I	I
ENSCGOG00000007338	I	I	I
ENSCGOG00000013630	I	I	I
ENSCGOG00000017788	L	L	L
ENSCGOG00000015246	I	I	I
ENSCGOG00000017934	L	L	L
ENSCGOG00000011382	I	I	I
ENSCGOG00000010618	I	I	I
ENSCGOG00000006844	PG	PG	PG
ENSCGOG00000006105	UL	UL	UL
ENSCGOG00000018593	I	I	I
ENSCGOG00000017522	I	I	I
ENSCGOG00000016782	I	I	I
ENSCGOG00000012602	I	I	I
ENSCGOG00000010118	I	I	I
ENSCGOG00000006900	UL	UL	UL
ENSCGOG00000004181	UL	UL	UL
ENSCGOG00000007423	UL	UL	UL
ENSCGOG00000003259	I	I	I
ENSCGOG00000024498	I	I	I
ENSCGOG00000001023	I	I	I
ENSCGOG00000013788	I	I	I
ENSCGOG00000012654	L	L	M
ENSCGOG00000007819	UL	UL	UL
ENSCGOG00000000687	UL	I	I
ENSCGOG00000002965	L	L	M
ENSCGOG00000022045	L	L	L
ENSCGOG00000013940	I	I	I
ENSCGOG00000003081	I	I	I
ENSCGOG00000003408	L	L	L
ENSCGOG00000013071	I	UL	I
ENSCGOG00000005922	I	I	I
ENSCGOG00000005580	UL	PI	PI
ENSCGOG00000021713	I	I	I
ENSCGOG00000015156	I	I	I
ENSCGOG00000004452	I	I	I
ENSCGOG00000017597	L	L	I
ENSCGOG00000000956	I	I	I
ENSCGOG00000005337	I	I	I
ENSCGOG00000008494	I	I	I
ENSCGOG00000024012	I	I	I
ENSCGOG00000003652	L	L	L
ENSCGOG00000011999	UL	UL	UL
ENSCGOG00000017535	I	I	I
ENSCGOG00000017595	I	I	I
ENSCGOG00000022103	I	I	I
ENSCGOG00000003320	I	I	I
ENSCGOG00000016149	I	I	I
ENSCGOG00000008938	I	I	I
ENSCGOG00000017049	I	I	I
ENSCGOG00000009983	I	I	I
ENSCGOG00000002778	UL	UL	UL
ENSCGOG00000007826	I	I	I
ENSCGOG00000006285	I	I	I
ENSCGOG00000001314	PM	M	L
ENSCGOG00000023335	I	I	I
ENSCGOG00000019115	I	I	I
ENSCGOG00000019089	UL	PI	PI
ENSCGOG00000005049	L	L	L
ENSCGOG00000007223	UL	UL	UL
ENSCGOG00000002893	UL	UL	UL
ENSCGOG00000007478	I	I	I
ENSCGOG00000004454	I	I	I
ENSCGOG00000003026	UL	UL	UL
ENSCGOG00000001660	L	L	UL
ENSCGOG00000008308	I	I	I
ENSCGOG00000021270	I	I	I
ENSCGOG00000002556	M	L	PG
ENSCGOG00000000419	I	I	I
ENSCGOG00000000864	UL	UL	UL
ENSCGOG00000002032	L	L	L
ENSCGOG00000016208	L	M	M
ENSCGOG00000010822	I	I	I
ENSCGOG00000008847	I	I	I
ENSCGOG00000022386	I	I	I
ENSCGOG00000014900	L	L	L
ENSCGOG00000021120	I	I	I
ENSCGOG00000022730	I	I	I
ENSCGOG00000002198	I	I	I
ENSCGOG00000008402	I	I	I
ENSCGOG00000000894	I	I	I
ENSCGOG00000002854	I	I	I
ENSCGOG00000005533	M	M	M
ENSCGOG00000001816	I	I	I
ENSCGOG00000016197	UL	UL	UL
ENSCGOG00000014942	I	I	I
ENSCGOG00000006377	L	L	L
ENSCGOG00000001629	L	L	L
ENSCGOG00000016085	I	I	I
ENSCGOG00000005892	UL	UL	UL
ENSCGOG00000008665	I	L	L
ENSCGOG00000021917	I	I	I
ENSCGOG00000002266	I	I	I
ENSCGOG00000018989	UL	UL	UL
ENSCGOG00000002374	I	I	I
ENSCGOG00000018917	I	I	I
ENSCGOG00000020568	L	L	L
ENSCGOG00000024505	I	I	I
ENSCGOG00000011043	UL	UL	UL
ENSCGOG00000003270	M	UL	UL
ENSCGOG00000014063	UL	UL	UL
ENSCGOG00000018229	L	PG	PG
ENSCGOG00000014854	I	I	I
ENSCGOG00000022024	I	I	I
ENSCGOG00000007476	I	I	I
ENSCGOG00000012749	I	I	I
ENSCGOG00000002285	L	L	L
ENSCGOG00000012720	I	I	I
ENSCGOG00000019964	UL	UL	UL
ENSCGOG00000017342	PG	PG	PG
ENSCGOG00000016983	UL	UL	UL
ENSCGOG00000014937	M	M	M
ENSCGOG00000017023	PG	PG	PG
ENSCGOG00000023485	UL	UL	UL
ENSCGOG00000008839	I	I	I
ENSCGOG00000013288	I	I	I
ENSCGOG00000010633	UL	UL	UL
ENSCGOG00000013148	L	L	L
ENSCGOG00000019333	UL	I	I
ENSCGOG00000021975	I	I	I
ENSCGOG00000009052	UL	UL	UL
ENSCGOG00000000041	I	I	I
ENSCGOG00000018048	I	I	I
ENSCGOG00000005439	L	L	L
ENSCGOG00000015034	I	I	I
ENSCGOG00000020358	PI	PI	PI
ENSCGOG00000022285	I	I	I
ENSCGOG00000024224	I	I	I
ENSCGOG00000003967	UL	UL	UL
ENSCGOG00000002279	I	I	I
ENSCGOG00000000902	L	PG	PG
ENSCGOG00000020937	UL	UL	UL
ENSCGOG00000002276	I	I	I
ENSCGOG00000003288	I	I	I
ENSCGOG00000009544	L	L	L
ENSCGOG00000023413	I	I	I
ENSCGOG00000000364	L	L	L
ENSCGOG00000013139	UL	UL	UL
ENSCGOG00000010518	I	I	I
ENSCGOG00000022120	UL	UL	UL
ENSCGOG00000024252	L	L	L
ENSCGOG00000010272	I	I	I
ENSCGOG00000005097	I	I	I
ENSCGOG00000019047	I	I	I
ENSCGOG00000022489	UL	UL	UL
ENSCGOG00000017059	PG	PG	L
ENSCGOG00000016199	L	L	L
ENSCGOG00000016092	I	I	I
ENSCGOG00000011804	L	PG	L
ENSCGOG00000007875	I	I	I
ENSCGOG00000015967	L	L	L
ENSCGOG00000016512	L	L	L
ENSCGOG00000010655	I	I	I
ENSCGOG00000017375	UL	UL	UL
ENSCGOG00000019050	I	I	I
ENSCGOG00000011128	I	I	I
ENSCGOG00000015860	I	I	I
ENSCGOG00000019714	I	I	I
ENSCGOG00000024202	UL	L	L
ENSCGOG00000012022	I	I	I
ENSCGOG00000002096	I	I	I
ENSCGOG00000006409	L	L	L
ENSCGOG00000011707	I	I	I
ENSCGOG00000012300	L	PG	M
ENSCGOG00000011919	L	L	L
ENSCGOG00000011604	PG	PG	PG
ENSCGOG00000021010	I	I	I
ENSCGOG00000007831	L	L	L
ENSCGOG00000003626	I	I	I
ENSCGOG00000013160	L	L	L
ENSCGOG00000011791	I	I	I
ENSCGOG00000021157	UL	UL	UL
ENSCGOG00000018258	I	I	I
ENSCGOG00000001443	UL	I	I
ENSCGOG00000001205	L	L	L
ENSCGOG00000003011	UL	UL	UL
ENSCGOG00000009066	I	I	I
ENSCGOG00000021831	I	I	I
ENSCGOG00000004895	I	I	I
ENSCGOG00000004192	I	I	I
ENSCGOG00000001253	I	I	I
ENSCGOG00000001872	L	L	I
ENSCGOG00000000544	L	L	L
ENSCGOG00000010216	UL	UL	UL
ENSCGOG00000023678	I	I	I
ENSCGOG00000008766	I	I	I
ENSCGOG00000017566	L	L	L
ENSCGOG00000002103	L	L	L
ENSCGOG00000010253	I	I	I
ENSCGOG00000018970	I	I	L
ENSCGOG00000007278	I	I	I
ENSCGOG00000003372	UL	UL	UL
ENSCGOG00000024186	I	I	I
ENSCGOG00000017696	I	I	I
ENSCGOG00000018937	L	I	I
ENSCGOG00000022026	I	I	I
ENSCGOG00000002077	I	I	I
ENSCGOG00000019932	I	I	I
ENSCGOG00000016904	I	I	I
ENSCGOG00000020859	I	I	I
ENSCGOG00000018070	UL	UL	UL
ENSCGOG00000022965	M	PG	PG
ENSCGOG00000009146	L	L	L
ENSCGOG00000023228	I	I	I
ENSCGOG00000017909	M	M	M
ENSCGOG00000013762	UL	UL	UL
ENSCGOG00000015182	UL	I	I
ENSCGOG00000019901	I	I	I
ENSCGOG00000000352	L	L	M
ENSCGOG00000019185	I	I	I
ENSCGOG00000005979	L	L	L
ENSCGOG00000007966	L	L	M
ENSCGOG00000021947	I	I	I
ENSCGOG00000006682	I	I	I
ENSCGOG00000014679	I	I	I
ENSCGOG00000016473	I	I	I
ENSCGOG00000017774	I	I	I
ENSCGOG00000022393	I	I	I
ENSCGOG00000023501	I	I	I
ENSCGOG00000023974	I	I	I
ENSCGOG00000011721	I	I	I
ENSCGOG00000008926	UL	I	I
ENSCGOG00000020710	I	I	I
ENSCGOG00000005389	I	I	I
ENSCGOG00000023021	I	I	I
ENSCGOG00000018560	PI	PI	PI
ENSCGOG00000007620	I	I	I
ENSCGOG00000007113	L	M	L
ENSCGOG00000006746	I	I	I
ENSCGOG00000002357	L	L	L
ENSCGOG00000024348	I	I	I
ENSCGOG00000009913	I	I	I
ENSCGOG00000014008	I	I	I
ENSCGOG00000023329	L	L	L
ENSCGOG00000007319	UL	UL	UL
ENSCGOG00000021063	I	I	I
ENSCGOG00000002177	I	I	I
ENSCGOG00000022428	I	I	I
ENSCGOG00000022004	I	I	I
ENSCGOG00000022882	L	L	L
ENSCGOG00000016308	PG	PG	PG
ENSCGOG00000005663	I	I	I
ENSCGOG00000020370	I	I	I
ENSCGOG00000005222	I	I	I
ENSCGOG00000000672	I	I	I
ENSCGOG00000009585	I	I	I
ENSCGOG00000011764	L	L	UL
ENSCGOG00000019637	L	M	M
ENSCGOG00000010532	L	I	I
ENSCGOG00000024652	PI	PI	PI
ENSCGOG00000006191	I	I	I
ENSCGOG00000016768	I	I	I
ENSCGOG00000000211	L	L	L
ENSCGOG00000016929	L	L	L
ENSCGOG00000008377	UL	UL	UL
ENSCGOG00000014547	L	L	L
ENSCGOG00000020167	L	L	L
ENSCGOG00000000659	I	I	I
ENSCGOG00000006530	UL	UL	UL
ENSCGOG00000024263	I	I	I
ENSCGOG00000007813	I	I	I
ENSCGOG00000000841	I	I	I
ENSCGOG00000022052	L	L	L
ENSCGOG00000009489	L	L	L
ENSCGOG00000018328	I	I	I
ENSCGOG00000006996	I	I	I
ENSCGOG00000019196	I	I	I
ENSCGOG00000014523	I	L	L
ENSCGOG00000002538	I	I	PI
ENSCGOG00000018060	I	I	I
ENSCGOG00000019712	I	I	I
ENSCGOG00000023709	I	I	I
ENSCGOG00000024158	I	I	I
ENSCGOG00000012434	L	M	M
ENSCGOG00000019603	I	I	I
ENSCGOG00000005168	I	I	I
ENSCGOG00000022160	I	I	I
ENSCGOG00000004606	I	I	I
ENSCGOG00000015355	I	I	I
ENSCGOG00000003340	I	I	I
ENSCGOG00000019289	I	I	I
ENSCGOG00000022944	I	I	I
ENSCGOG00000019683	I	I	I
ENSCGOG00000001231	L	L	M
ENSCGOG00000023217	I	I	I
ENSCGOG00000023096	I	I	I
ENSCGOG00000018178	L	L	L
ENSCGOG00000004084	I	I	I
ENSCGOG00000022031	I	I	I
ENSCGOG00000005013	UL	UL	UL
ENSCGOG00000018794	I	I	I
ENSCGOG00000011487	I	I	I
ENSCGOG00000001281	UL	UL	UL
ENSCGOG00000002093	I	I	I
ENSCGOG00000003969	I	I	I
ENSCGOG00000009315	UL	UL	PI
ENSCGOG00000016303	I	I	I
ENSCGOG00000019142	I	I	I
ENSCGOG00000003255	M	L	L
ENSCGOG00000008375	PG	UL	UL
ENSCGOG00000011714	I	I	I
ENSCGOG00000021606	I	I	I
ENSCGOG00000008726	I	L	L
ENSCGOG00000013765	UL	UL	UL
ENSCGOG00000003104	PG	M	M
ENSCGOG00000019066	I	I	I
ENSCGOG00000021794	I	I	I
ENSCGOG00000021876	L	L	L
ENSCGOG00000017556	I	I	I
ENSCGOG00000007671	UL	UL	UL
ENSCGOG00000007746	I	I	I
ENSCGOG00000024231	I	I	I
ENSCGOG00000018982	I	I	I
ENSCGOG00000007804	L	L	L
ENSCGOG00000002290	L	UL	UL
ENSCGOG00000005525	L	L	L
ENSCGOG00000019788	I	I	I
ENSCGOG00000001806	I	I	I
ENSCGOG00000003138	I	I	I
ENSCGOG00000011440	L	L	M
ENSCGOG00000016266	UL	L	M
ENSCGOG00000015837	PG	L	L
ENSCGOG00000016458	I	I	I
ENSCGOG00000011560	L	L	L
ENSCGOG00000007046	PI	M	L
ENSCGOG00000021295	I	I	I
ENSCGOG00000004213	L	L	L
ENSCGOG00000017243	I	I	I
ENSCGOG00000001390	PI	PI	PI
ENSCGOG00000000089	I	I	I
ENSCGOG00000010857	L	UL	UL
ENSCGOG00000019827	I	I	I
ENSCGOG00000017644	I	UL	UL
ENSCGOG00000009827	L	M	M
ENSCGOG00000009785	I	I	I
ENSCGOG00000023330	I	I	I
ENSCGOG00000005931	I	I	I
ENSCGOG00000024667	L	L	L
ENSCGOG00000012371	UL	UL	UL
ENSCGOG00000015703	UL	UL	UL
ENSCGOG00000007879	I	I	I
ENSCGOG00000023510	I	I	I
ENSCGOG00000008073	M	L	L
ENSCGOG00000000023	L	L	L
ENSCGOG00000007194	L	L	L
ENSCGOG00000012825	I	I	I
ENSCGOG00000016263	PG	PG	PG
ENSCGOG00000021815	UL	UL	UL
ENSCGOG00000019426	I	I	I
ENSCGOG00000016342	I	I	I
ENSCGOG00000017394	UL	UL	UL
ENSCGOG00000016636	UL	UL	PI
ENSCGOG00000015132	I	I	I
ENSCGOG00000002814	L	L	L
ENSCGOG00000006865	I	I	I
ENSCGOG00000001725	I	I	I
ENSCGOG00000011511	PM	M	M
ENSCGOG00000015072	UL	UL	UL
ENSCGOG00000001445	I	I	I
ENSCGOG00000021458	I	I	I
ENSCGOG00000017358	I	I	I
ENSCGOG00000019917	I	I	I
ENSCGOG00000019021	I	I	I
ENSCGOG00000011329	I	I	I
ENSCGOG00000003912	L	L	L
ENSCGOG00000015107	I	I	I
ENSCGOG00000008559	I	I	I
ENSCGOG00000023102	I	I	I
ENSCGOG00000014164	I	UL	UL
ENSCGOG00000011639	L	L	L
ENSCGOG00000002906	I	I	I
ENSCGOG00000004280	L	L	L
ENSCGOG00000011667	I	I	I
ENSCGOG00000006526	I	I	I
ENSCGOG00000020614	I	I	I
ENSCGOG00000002409	I	I	I
ENSCGOG00000001441	UL	UL	UL
ENSCGOG00000020294	I	I	I
ENSCGOG00000003306	I	I	I
ENSCGOG00000014429	UL	UL	UL
ENSCGOG00000012958	I	I	I
ENSCGOG00000019619	UL	UL	UL
ENSCGOG00000002056	M	M	M
ENSCGOG00000004789	L	L	L
ENSCGOG00000003451	I	I	I
ENSCGOG00000022453	I	I	I
ENSCGOG00000013075	I	I	I
ENSCGOG00000010959	I	I	I
ENSCGOG00000015048	I	I	I
ENSCGOG00000012753	I	I	I
ENSCGOG00000003982	I	I	I
ENSCGOG00000020753	M	M	L
ENSCGOG00000002155	I	I	I
ENSCGOG00000023337	I	I	I
ENSCGOG00000003157	L	L	L
ENSCGOG00000011637	I	I	I
ENSCGOG00000022700	I	I	I
ENSCGOG00000014125	L	L	L
ENSCGOG00000018014	I	I	I
ENSCGOG00000020138	I	I	I
ENSCGOG00000018700	UL	UL	UL
ENSCGOG00000010859	L	L	L
ENSCGOG00000012545	UL	UL	UL
ENSCGOG00000000498	I	I	I
ENSCGOG00000017035	I	I	I
ENSCGOG00000004888	I	I	I
ENSCGOG00000004026	UL	UL	UL
ENSCGOG00000023634	I	I	I
ENSCGOG00000016797	I	I	I
ENSCGOG00000020413	L	L	L
ENSCGOG00000022778	I	I	I
ENSCGOG00000020722	I	I	I
ENSCGOG00000001802	I	I	I
ENSCGOG00000024151	I	I	I
ENSCGOG00000015442	I	I	I
ENSCGOG00000005430	L	L	L
ENSCGOG00000008653	I	I	I
ENSCGOG00000015753	I	I	I
ENSCGOG00000024329	I	I	I
ENSCGOG00000005406	I	I	I
ENSCGOG00000010060	I	I	I
ENSCGOG00000002776	UL	UL	UL
ENSCGOG00000022887	I	I	I
ENSCGOG00000000331	I	I	I
ENSCGOG00000009872	L	L	L
ENSCGOG00000005597	UL	UL	UL
ENSCGOG00000022715	UL	UL	UL
ENSCGOG00000011009	I	I	I
ENSCGOG00000010684	I	I	I
ENSCGOG00000000310	I	I	I
ENSCGOG00000016244	I	I	I
ENSCGOG00000024510	I	I	I
ENSCGOG00000016871	I	I	I
ENSCGOG00000003515	I	I	I
ENSCGOG00000003445	I	I	I
ENSCGOG00000006582	L	L	L
ENSCGOG00000007267	I	I	I
ENSCGOG00000020117	PI	PI	PI
ENSCGOG00000003342	L	UL	UL
ENSCGOG00000018893	UL	UL	UL
ENSCGOG00000004347	L	PM	PM
ENSCGOG00000011110	L	L	L
ENSCGOG00000017465	I	I	I
ENSCGOG00000016461	I	I	I
ENSCGOG00000002039	I	I	I
ENSCGOG00000011129	I	L	L
ENSCGOG00000008798	UL	UL	UL
ENSCGOG00000008692	I	I	I
ENSCGOG00000019413	I	I	I
ENSCGOG00000016882	I	I	I
ENSCGOG00000019345	UL	UL	UL
ENSCGOG00000003574	I	I	I
ENSCGOG00000019232	I	I	I
ENSCGOG00000005950	UL	UL	UL
ENSCGOG00000009481	M	I	UL
ENSCGOG00000020360	L	UL	UL
ENSCGOG00000012733	L	L	L
ENSCGOG00000022433	I	I	I
ENSCGOG00000006052	I	I	I
ENSCGOG00000010181	I	I	I
ENSCGOG00000024619	I	I	I
ENSCGOG00000023649	I	I	I
ENSCGOG00000004861	I	I	I
ENSCGOG00000001528	L	L	L
