Gene stable ID	Transcript stable ID
ENSCGOG00000018909	ENSCGOT00000048206
ENSCGOG00000018909	ENSCGOT00000048209
ENSCGOG00000018910	ENSCGOT00000044680
ENSCGOG00000018911	ENSCGOT00000044697
ENSCGOG00000018911	ENSCGOT00000044699
ENSCGOG00000018912	ENSCGOT00000044685
ENSCGOG00000018913	ENSCGOT00000044767
ENSCGOG00000018913	ENSCGOT00000044780
ENSCGOG00000018913	ENSCGOT00000044790
ENSCGOG00000018913	ENSCGOT00000044797
ENSCGOG00000018914	ENSCGOT00000044691
ENSCGOG00000018915	ENSCGOT00000044698
ENSCGOG00000018915	ENSCGOT00000044701
ENSCGOG00000018916	ENSCGOT00000044694
ENSCGOG00000018917	ENSCGOT00000044736
ENSCGOG00000018918	ENSCGOT00000044718
ENSCGOG00000018919	ENSCGOT00000045694
ENSCGOG00000018919	ENSCGOT00000045737
ENSCGOG00000018919	ENSCGOT00000045773
ENSCGOG00000018919	ENSCGOT00000045776
ENSCGOG00000018919	ENSCGOT00000045777
ENSCGOG00000018919	ENSCGOT00000045793
ENSCGOG00000018919	ENSCGOT00000045797
ENSCGOG00000018919	ENSCGOT00000045808
ENSCGOG00000018920	ENSCGOT00000044707
ENSCGOG00000018921	ENSCGOT00000045030
ENSCGOG00000018921	ENSCGOT00000045061
ENSCGOG00000018921	ENSCGOT00000045086
ENSCGOG00000018922	ENSCGOT00000045108
ENSCGOG00000018922	ENSCGOT00000045128
ENSCGOG00000018922	ENSCGOT00000045130
ENSCGOG00000018922	ENSCGOT00000045131
ENSCGOG00000018923	ENSCGOT00000044708
ENSCGOG00000018924	ENSCGOT00000044763
ENSCGOG00000018924	ENSCGOT00000044778
ENSCGOG00000018924	ENSCGOT00000044832
ENSCGOG00000018924	ENSCGOT00000044847
ENSCGOG00000018924	ENSCGOT00000044860
ENSCGOG00000018924	ENSCGOT00000044870
ENSCGOG00000018924	ENSCGOT00000044879
ENSCGOG00000018925	ENSCGOT00000044717
ENSCGOG00000018926	ENSCGOT00000044723
ENSCGOG00000018927	ENSCGOT00000044725
ENSCGOG00000018928	ENSCGOT00000044728
ENSCGOG00000018929	ENSCGOT00000044737
ENSCGOG00000018930	ENSCGOT00000044746
ENSCGOG00000018931	ENSCGOT00000044740
ENSCGOG00000018932	ENSCGOT00000045150
ENSCGOG00000018932	ENSCGOT00000045153
ENSCGOG00000018932	ENSCGOT00000045158
ENSCGOG00000018932	ENSCGOT00000045167
ENSCGOG00000018932	ENSCGOT00000045171
ENSCGOG00000018932	ENSCGOT00000045211
ENSCGOG00000018932	ENSCGOT00000045252
ENSCGOG00000018932	ENSCGOT00000045254
ENSCGOG00000018932	ENSCGOT00000045279
ENSCGOG00000018933	ENSCGOT00000046298
ENSCGOG00000018933	ENSCGOT00000046324
ENSCGOG00000018933	ENSCGOT00000046332
ENSCGOG00000018933	ENSCGOT00000046337
ENSCGOG00000018933	ENSCGOT00000046340
ENSCGOG00000018933	ENSCGOT00000046415
ENSCGOG00000018933	ENSCGOT00000046417
ENSCGOG00000018934	ENSCGOT00000044927
ENSCGOG00000018934	ENSCGOT00000044937
ENSCGOG00000018934	ENSCGOT00000044962
ENSCGOG00000018935	ENSCGOT00000044747
ENSCGOG00000018936	ENSCGOT00000044749
ENSCGOG00000018937	ENSCGOT00000044750
ENSCGOG00000018938	ENSCGOT00000044752
ENSCGOG00000018939	ENSCGOT00000044753
ENSCGOG00000018940	ENSCGOT00000044754
ENSCGOG00000018940	ENSCGOT00000044760
ENSCGOG00000018941	ENSCGOT00000044843
ENSCGOG00000018942	ENSCGOT00000044786
ENSCGOG00000018942	ENSCGOT00000044789
ENSCGOG00000018942	ENSCGOT00000044806
ENSCGOG00000018943	ENSCGOT00000044773
ENSCGOG00000018943	ENSCGOT00000044775
ENSCGOG00000018944	ENSCGOT00000044776
ENSCGOG00000018945	ENSCGOT00000044777
ENSCGOG00000018946	ENSCGOT00000047498
ENSCGOG00000018946	ENSCGOT00000047604
ENSCGOG00000018946	ENSCGOT00000047715
ENSCGOG00000018946	ENSCGOT00000047773
ENSCGOG00000018946	ENSCGOT00000047841
ENSCGOG00000018946	ENSCGOT00000047897
ENSCGOG00000018947	ENSCGOT00000044815
ENSCGOG00000018947	ENSCGOT00000044821
ENSCGOG00000018947	ENSCGOT00000044824
ENSCGOG00000018948	ENSCGOT00000045869
ENSCGOG00000018948	ENSCGOT00000046027
ENSCGOG00000018948	ENSCGOT00000046033
ENSCGOG00000018948	ENSCGOT00000046035
ENSCGOG00000018948	ENSCGOT00000046040
ENSCGOG00000018948	ENSCGOT00000046046
ENSCGOG00000018948	ENSCGOT00000046061
ENSCGOG00000018949	ENSCGOT00000044799
ENSCGOG00000018950	ENSCGOT00000044801
ENSCGOG00000018951	ENSCGOT00000044802
ENSCGOG00000018952	ENSCGOT00000044803
ENSCGOG00000018953	ENSCGOT00000044807
ENSCGOG00000018954	ENSCGOT00000044808
ENSCGOG00000018955	ENSCGOT00000044809
ENSCGOG00000018956	ENSCGOT00000044842
ENSCGOG00000018957	ENSCGOT00000044813
ENSCGOG00000018958	ENSCGOT00000044811
ENSCGOG00000018958	ENSCGOT00000044812
ENSCGOG00000018959	ENSCGOT00000045206
ENSCGOG00000018959	ENSCGOT00000045230
ENSCGOG00000018959	ENSCGOT00000045232
ENSCGOG00000018959	ENSCGOT00000045370
ENSCGOG00000018959	ENSCGOT00000045396
ENSCGOG00000018959	ENSCGOT00000045423
ENSCGOG00000018959	ENSCGOT00000045445
ENSCGOG00000018959	ENSCGOT00000045476
ENSCGOG00000018960	ENSCGOT00000044878
ENSCGOG00000018961	ENSCGOT00000044880
ENSCGOG00000018961	ENSCGOT00000044893
ENSCGOG00000018961	ENSCGOT00000044894
ENSCGOG00000018961	ENSCGOT00000044897
ENSCGOG00000018962	ENSCGOT00000044814
ENSCGOG00000018963	ENSCGOT00000044848
ENSCGOG00000018964	ENSCGOT00000053259
ENSCGOG00000018964	ENSCGOT00000053908
ENSCGOG00000018964	ENSCGOT00000053909
ENSCGOG00000018964	ENSCGOT00000053912
ENSCGOG00000018964	ENSCGOT00000054068
ENSCGOG00000018964	ENSCGOT00000054489
ENSCGOG00000018965	ENSCGOT00000044983
ENSCGOG00000018965	ENSCGOT00000045007
ENSCGOG00000018966	ENSCGOT00000044831
ENSCGOG00000018967	ENSCGOT00000044833
ENSCGOG00000018968	ENSCGOT00000044865
ENSCGOG00000018968	ENSCGOT00000044868
ENSCGOG00000018969	ENSCGOT00000044835
ENSCGOG00000018970	ENSCGOT00000044836
ENSCGOG00000018971	ENSCGOT00000044839
ENSCGOG00000018972	ENSCGOT00000044840
ENSCGOG00000018973	ENSCGOT00000044873
ENSCGOG00000018974	ENSCGOT00000044844
ENSCGOG00000018975	ENSCGOT00000044845
ENSCGOG00000018976	ENSCGOT00000044849
ENSCGOG00000018976	ENSCGOT00000044851
ENSCGOG00000018977	ENSCGOT00000044850
ENSCGOG00000018978	ENSCGOT00000044853
ENSCGOG00000018979	ENSCGOT00000044854
ENSCGOG00000018980	ENSCGOT00000044855
ENSCGOG00000018981	ENSCGOT00000045124
ENSCGOG00000018981	ENSCGOT00000045134
ENSCGOG00000018981	ENSCGOT00000045156
ENSCGOG00000018981	ENSCGOT00000045160
ENSCGOG00000018981	ENSCGOT00000045161
ENSCGOG00000018982	ENSCGOT00000044974
ENSCGOG00000018982	ENSCGOT00000044988
ENSCGOG00000018982	ENSCGOT00000044995
ENSCGOG00000018983	ENSCGOT00000046250
ENSCGOG00000018983	ENSCGOT00000046355
ENSCGOG00000018983	ENSCGOT00000046723
ENSCGOG00000018983	ENSCGOT00000046841
ENSCGOG00000018983	ENSCGOT00000046902
ENSCGOG00000018983	ENSCGOT00000047038
ENSCGOG00000018983	ENSCGOT00000047042
ENSCGOG00000018983	ENSCGOT00000047047
ENSCGOG00000018983	ENSCGOT00000047226
ENSCGOG00000018983	ENSCGOT00000047279
ENSCGOG00000018984	ENSCGOT00000045762
ENSCGOG00000018984	ENSCGOT00000045842
ENSCGOG00000018984	ENSCGOT00000045864
ENSCGOG00000018984	ENSCGOT00000045866
ENSCGOG00000018985	ENSCGOT00000044874
ENSCGOG00000018986	ENSCGOT00000045187
ENSCGOG00000018986	ENSCGOT00000045259
ENSCGOG00000018986	ENSCGOT00000045277
ENSCGOG00000018986	ENSCGOT00000045318
ENSCGOG00000018986	ENSCGOT00000045327
ENSCGOG00000018987	ENSCGOT00000044895
ENSCGOG00000018987	ENSCGOT00000044902
ENSCGOG00000018987	ENSCGOT00000044904
ENSCGOG00000018988	ENSCGOT00000044883
ENSCGOG00000018989	ENSCGOT00000044884
ENSCGOG00000018990	ENSCGOT00000045577
ENSCGOG00000018990	ENSCGOT00000045600
ENSCGOG00000018990	ENSCGOT00000045622
ENSCGOG00000018990	ENSCGOT00000045643
ENSCGOG00000018990	ENSCGOT00000045676
ENSCGOG00000018990	ENSCGOT00000045679
ENSCGOG00000018990	ENSCGOT00000045701
ENSCGOG00000018990	ENSCGOT00000045703
ENSCGOG00000018991	ENSCGOT00000044885
ENSCGOG00000018991	ENSCGOT00000044886
ENSCGOG00000018991	ENSCGOT00000044887
ENSCGOG00000018992	ENSCGOT00000044889
ENSCGOG00000018992	ENSCGOT00000044892
ENSCGOG00000018993	ENSCGOT00000044891
ENSCGOG00000018994	ENSCGOT00000044898
ENSCGOG00000018995	ENSCGOT00000047143
ENSCGOG00000018995	ENSCGOT00000047248
ENSCGOG00000018995	ENSCGOT00000047249
ENSCGOG00000018995	ENSCGOT00000047359
ENSCGOG00000018995	ENSCGOT00000047368
ENSCGOG00000018995	ENSCGOT00000047399
ENSCGOG00000018995	ENSCGOT00000047434
ENSCGOG00000018995	ENSCGOT00000047508
ENSCGOG00000018995	ENSCGOT00000047520
ENSCGOG00000018996	ENSCGOT00000045233
ENSCGOG00000018996	ENSCGOT00000045251
ENSCGOG00000018996	ENSCGOT00000045289
ENSCGOG00000018996	ENSCGOT00000045314
ENSCGOG00000018997	ENSCGOT00000044906
ENSCGOG00000018997	ENSCGOT00000044907
ENSCGOG00000018998	ENSCGOT00000049373
ENSCGOG00000018998	ENSCGOT00000049381
ENSCGOG00000018998	ENSCGOT00000049396
ENSCGOG00000018998	ENSCGOT00000049468
ENSCGOG00000018998	ENSCGOT00000049553
ENSCGOG00000018998	ENSCGOT00000049577
ENSCGOG00000018998	ENSCGOT00000049597
ENSCGOG00000018998	ENSCGOT00000049604
ENSCGOG00000018998	ENSCGOT00000049609
ENSCGOG00000018998	ENSCGOT00000049624
ENSCGOG00000018999	ENSCGOT00000044909
ENSCGOG00000019000	ENSCGOT00000049880
ENSCGOG00000019000	ENSCGOT00000049885
ENSCGOG00000019000	ENSCGOT00000049941
ENSCGOG00000019000	ENSCGOT00000049945
ENSCGOG00000019000	ENSCGOT00000050045
ENSCGOG00000019000	ENSCGOT00000050205
ENSCGOG00000019000	ENSCGOT00000050251
ENSCGOG00000019000	ENSCGOT00000050264
ENSCGOG00000019000	ENSCGOT00000050389
ENSCGOG00000019000	ENSCGOT00000050473
ENSCGOG00000019001	ENSCGOT00000044916
ENSCGOG00000019001	ENSCGOT00000044921
ENSCGOG00000019002	ENSCGOT00000045468
ENSCGOG00000019002	ENSCGOT00000045615
ENSCGOG00000019002	ENSCGOT00000045627
ENSCGOG00000019002	ENSCGOT00000045645
ENSCGOG00000019002	ENSCGOT00000045657
ENSCGOG00000019003	ENSCGOT00000045280
ENSCGOG00000019003	ENSCGOT00000045284
ENSCGOG00000019003	ENSCGOT00000045325
ENSCGOG00000019003	ENSCGOT00000045326
ENSCGOG00000019003	ENSCGOT00000045330
ENSCGOG00000019003	ENSCGOT00000045331
ENSCGOG00000019004	ENSCGOT00000045604
ENSCGOG00000019004	ENSCGOT00000045700
ENSCGOG00000019004	ENSCGOT00000045705
ENSCGOG00000019004	ENSCGOT00000045712
ENSCGOG00000019004	ENSCGOT00000045729
ENSCGOG00000019004	ENSCGOT00000045731
ENSCGOG00000019004	ENSCGOT00000045732
ENSCGOG00000019004	ENSCGOT00000045743
ENSCGOG00000019005	ENSCGOT00000047750
ENSCGOG00000019005	ENSCGOT00000047756
ENSCGOG00000019005	ENSCGOT00000047836
ENSCGOG00000019005	ENSCGOT00000047842
ENSCGOG00000019005	ENSCGOT00000047914
ENSCGOG00000019005	ENSCGOT00000047920
ENSCGOG00000019005	ENSCGOT00000048032
ENSCGOG00000019006	ENSCGOT00000044919
ENSCGOG00000019007	ENSCGOT00000044920
ENSCGOG00000019007	ENSCGOT00000044923
ENSCGOG00000019007	ENSCGOT00000044926
ENSCGOG00000019008	ENSCGOT00000045698
ENSCGOG00000019008	ENSCGOT00000045782
ENSCGOG00000019008	ENSCGOT00000045783
ENSCGOG00000019008	ENSCGOT00000045827
ENSCGOG00000019008	ENSCGOT00000045828
ENSCGOG00000019008	ENSCGOT00000045829
ENSCGOG00000019008	ENSCGOT00000045831
ENSCGOG00000019008	ENSCGOT00000045833
ENSCGOG00000019009	ENSCGOT00000044936
ENSCGOG00000019010	ENSCGOT00000045144
ENSCGOG00000019010	ENSCGOT00000045146
ENSCGOG00000019010	ENSCGOT00000045157
ENSCGOG00000019010	ENSCGOT00000045175
ENSCGOG00000019010	ENSCGOT00000045185
ENSCGOG00000019011	ENSCGOT00000044930
ENSCGOG00000019012	ENSCGOT00000044928
ENSCGOG00000019013	ENSCGOT00000044931
ENSCGOG00000019013	ENSCGOT00000044932
ENSCGOG00000019014	ENSCGOT00000044940
ENSCGOG00000019014	ENSCGOT00000044947
ENSCGOG00000019015	ENSCGOT00000045178
ENSCGOG00000019015	ENSCGOT00000045192
ENSCGOG00000019016	ENSCGOT00000044939
ENSCGOG00000019016	ENSCGOT00000044944
ENSCGOG00000019017	ENSCGOT00000044948
ENSCGOG00000019017	ENSCGOT00000044949
ENSCGOG00000019017	ENSCGOT00000044951
ENSCGOG00000019018	ENSCGOT00000044950
ENSCGOG00000019019	ENSCGOT00000044957
ENSCGOG00000019020	ENSCGOT00000044960
ENSCGOG00000019021	ENSCGOT00000044963
ENSCGOG00000019021	ENSCGOT00000044966
ENSCGOG00000019022	ENSCGOT00000044958
ENSCGOG00000019022	ENSCGOT00000044971
ENSCGOG00000019023	ENSCGOT00000044964
ENSCGOG00000019024	ENSCGOT00000044975
ENSCGOG00000019025	ENSCGOT00000044969
ENSCGOG00000019025	ENSCGOT00000044970
ENSCGOG00000019026	ENSCGOT00000044976
ENSCGOG00000019026	ENSCGOT00000044980
ENSCGOG00000019027	ENSCGOT00000044972
ENSCGOG00000019027	ENSCGOT00000044973
ENSCGOG00000019028	ENSCGOT00000044986
ENSCGOG00000019028	ENSCGOT00000044991
ENSCGOG00000019028	ENSCGOT00000044996
ENSCGOG00000019029	ENSCGOT00000044990
ENSCGOG00000019029	ENSCGOT00000044992
ENSCGOG00000019029	ENSCGOT00000044994
ENSCGOG00000019030	ENSCGOT00000044978
ENSCGOG00000019031	ENSCGOT00000044981
ENSCGOG00000019032	ENSCGOT00000044982
ENSCGOG00000019033	ENSCGOT00000044984
ENSCGOG00000019034	ENSCGOT00000044985
ENSCGOG00000019035	ENSCGOT00000045002
ENSCGOG00000019035	ENSCGOT00000045022
ENSCGOG00000019036	ENSCGOT00000047794
ENSCGOG00000019036	ENSCGOT00000047806
ENSCGOG00000019036	ENSCGOT00000047872
ENSCGOG00000019036	ENSCGOT00000047874
ENSCGOG00000019036	ENSCGOT00000047877
ENSCGOG00000019036	ENSCGOT00000047879
ENSCGOG00000019036	ENSCGOT00000047885
ENSCGOG00000019036	ENSCGOT00000047889
ENSCGOG00000019036	ENSCGOT00000047913
ENSCGOG00000019036	ENSCGOT00000047919
ENSCGOG00000019037	ENSCGOT00000045682
ENSCGOG00000019037	ENSCGOT00000045699
ENSCGOG00000019037	ENSCGOT00000045769
ENSCGOG00000019037	ENSCGOT00000045789
ENSCGOG00000019037	ENSCGOT00000045823
ENSCGOG00000019037	ENSCGOT00000045849
ENSCGOG00000019037	ENSCGOT00000045874
ENSCGOG00000019037	ENSCGOT00000045876
ENSCGOG00000019038	ENSCGOT00000045004
ENSCGOG00000019039	ENSCGOT00000044998
ENSCGOG00000019040	ENSCGOT00000044999
ENSCGOG00000019041	ENSCGOT00000045000
ENSCGOG00000019041	ENSCGOT00000045005
ENSCGOG00000019042	ENSCGOT00000045001
ENSCGOG00000019043	ENSCGOT00000045003
ENSCGOG00000019044	ENSCGOT00000045006
ENSCGOG00000019045	ENSCGOT00000045008
ENSCGOG00000019046	ENSCGOT00000045378
ENSCGOG00000019046	ENSCGOT00000045440
ENSCGOG00000019046	ENSCGOT00000045446
ENSCGOG00000019046	ENSCGOT00000045454
ENSCGOG00000019047	ENSCGOT00000045009
ENSCGOG00000019048	ENSCGOT00000045013
ENSCGOG00000019048	ENSCGOT00000045014
ENSCGOG00000019049	ENSCGOT00000045023
ENSCGOG00000019049	ENSCGOT00000045039
ENSCGOG00000019049	ENSCGOT00000045044
ENSCGOG00000019050	ENSCGOT00000045015
ENSCGOG00000019050	ENSCGOT00000045016
ENSCGOG00000019051	ENSCGOT00000045018
ENSCGOG00000019052	ENSCGOT00000045021
ENSCGOG00000019053	ENSCGOT00000045031
ENSCGOG00000019053	ENSCGOT00000045069
ENSCGOG00000019053	ENSCGOT00000045080
ENSCGOG00000019053	ENSCGOT00000045085
ENSCGOG00000019053	ENSCGOT00000045091
ENSCGOG00000019054	ENSCGOT00000045027
ENSCGOG00000019054	ENSCGOT00000045038
ENSCGOG00000019055	ENSCGOT00000045025
ENSCGOG00000019055	ENSCGOT00000045028
ENSCGOG00000019055	ENSCGOT00000045035
ENSCGOG00000019056	ENSCGOT00000045032
ENSCGOG00000019057	ENSCGOT00000045048
ENSCGOG00000019058	ENSCGOT00000045055
ENSCGOG00000019058	ENSCGOT00000045059
ENSCGOG00000019058	ENSCGOT00000045063
ENSCGOG00000019059	ENSCGOT00000045040
ENSCGOG00000019060	ENSCGOT00000045046
ENSCGOG00000019061	ENSCGOT00000045050
ENSCGOG00000019062	ENSCGOT00000045056
ENSCGOG00000019063	ENSCGOT00000045054
ENSCGOG00000019063	ENSCGOT00000045057
ENSCGOG00000019063	ENSCGOT00000045062
ENSCGOG00000019064	ENSCGOT00000045308
ENSCGOG00000019064	ENSCGOT00000045310
ENSCGOG00000019064	ENSCGOT00000045320
ENSCGOG00000019065	ENSCGOT00000045060
ENSCGOG00000019066	ENSCGOT00000045066
ENSCGOG00000019067	ENSCGOT00000045565
ENSCGOG00000019067	ENSCGOT00000045571
ENSCGOG00000019067	ENSCGOT00000045609
ENSCGOG00000019067	ENSCGOT00000045611
ENSCGOG00000019067	ENSCGOT00000045637
ENSCGOG00000019068	ENSCGOT00000045068
ENSCGOG00000019069	ENSCGOT00000045076
ENSCGOG00000019069	ENSCGOT00000045078
ENSCGOG00000019069	ENSCGOT00000045081
ENSCGOG00000019070	ENSCGOT00000045070
ENSCGOG00000019071	ENSCGOT00000045093
ENSCGOG00000019071	ENSCGOT00000045100
ENSCGOG00000019072	ENSCGOT00000045071
ENSCGOG00000019073	ENSCGOT00000045408
ENSCGOG00000019073	ENSCGOT00000045415
ENSCGOG00000019073	ENSCGOT00000045450
ENSCGOG00000019073	ENSCGOT00000045458
ENSCGOG00000019074	ENSCGOT00000045592
ENSCGOG00000019074	ENSCGOT00000045610
ENSCGOG00000019074	ENSCGOT00000045648
ENSCGOG00000019074	ENSCGOT00000045651
ENSCGOG00000019074	ENSCGOT00000045672
ENSCGOG00000019075	ENSCGOT00000045079
ENSCGOG00000019076	ENSCGOT00000045084
ENSCGOG00000019077	ENSCGOT00000045090
ENSCGOG00000019078	ENSCGOT00000045087
ENSCGOG00000019079	ENSCGOT00000046500
ENSCGOG00000019079	ENSCGOT00000046541
ENSCGOG00000019079	ENSCGOT00000046583
ENSCGOG00000019079	ENSCGOT00000046586
ENSCGOG00000019079	ENSCGOT00000046617
ENSCGOG00000019079	ENSCGOT00000046639
ENSCGOG00000019079	ENSCGOT00000046641
ENSCGOG00000019079	ENSCGOT00000046682
ENSCGOG00000019080	ENSCGOT00000045088
ENSCGOG00000019081	ENSCGOT00000045089
ENSCGOG00000019082	ENSCGOT00000045092
ENSCGOG00000019083	ENSCGOT00000045095
ENSCGOG00000019084	ENSCGOT00000045094
ENSCGOG00000019085	ENSCGOT00000045096
ENSCGOG00000019086	ENSCGOT00000045098
ENSCGOG00000019087	ENSCGOT00000045099
ENSCGOG00000019088	ENSCGOT00000045102
ENSCGOG00000019088	ENSCGOT00000045112
ENSCGOG00000019088	ENSCGOT00000045133
ENSCGOG00000019088	ENSCGOT00000045143
ENSCGOG00000019088	ENSCGOT00000045186
ENSCGOG00000019088	ENSCGOT00000045191
ENSCGOG00000019088	ENSCGOT00000045202
ENSCGOG00000019089	ENSCGOT00000045105
ENSCGOG00000019090	ENSCGOT00000045104
ENSCGOG00000019091	ENSCGOT00000045435
ENSCGOG00000019091	ENSCGOT00000045508
ENSCGOG00000019091	ENSCGOT00000045531
ENSCGOG00000019091	ENSCGOT00000045544
ENSCGOG00000019091	ENSCGOT00000045556
ENSCGOG00000019091	ENSCGOT00000045584
ENSCGOG00000019092	ENSCGOT00000045137
ENSCGOG00000019093	ENSCGOT00000045110
ENSCGOG00000019093	ENSCGOT00000045123
ENSCGOG00000019093	ENSCGOT00000045126
ENSCGOG00000019093	ENSCGOT00000045132
ENSCGOG00000019093	ENSCGOT00000045174
ENSCGOG00000019093	ENSCGOT00000045177
ENSCGOG00000019094	ENSCGOT00000045125
ENSCGOG00000019095	ENSCGOT00000045486
ENSCGOG00000019095	ENSCGOT00000045557
ENSCGOG00000019095	ENSCGOT00000045579
ENSCGOG00000019095	ENSCGOT00000045666
ENSCGOG00000019096	ENSCGOT00000048083
ENSCGOG00000019096	ENSCGOT00000048085
ENSCGOG00000019096	ENSCGOT00000048475
ENSCGOG00000019096	ENSCGOT00000048521
ENSCGOG00000019096	ENSCGOT00000048533
ENSCGOG00000019096	ENSCGOT00000048674
ENSCGOG00000019096	ENSCGOT00000048686
ENSCGOG00000019096	ENSCGOT00000048736
ENSCGOG00000019096	ENSCGOT00000048738
ENSCGOG00000019096	ENSCGOT00000048743
ENSCGOG00000019097	ENSCGOT00000046362
ENSCGOG00000019097	ENSCGOT00000046368
ENSCGOG00000019097	ENSCGOT00000046456
ENSCGOG00000019097	ENSCGOT00000046458
ENSCGOG00000019097	ENSCGOT00000046497
ENSCGOG00000019097	ENSCGOT00000046575
ENSCGOG00000019097	ENSCGOT00000046593
ENSCGOG00000019098	ENSCGOT00000045114
ENSCGOG00000019099	ENSCGOT00000045190
ENSCGOG00000019099	ENSCGOT00000045197
ENSCGOG00000019099	ENSCGOT00000045214
ENSCGOG00000019099	ENSCGOT00000045226
ENSCGOG00000019099	ENSCGOT00000045242
ENSCGOG00000019100	ENSCGOT00000048986
ENSCGOG00000019100	ENSCGOT00000048989
ENSCGOG00000019100	ENSCGOT00000048993
ENSCGOG00000019100	ENSCGOT00000049007
ENSCGOG00000019100	ENSCGOT00000049015
ENSCGOG00000019100	ENSCGOT00000049217
ENSCGOG00000019100	ENSCGOT00000049341
ENSCGOG00000019100	ENSCGOT00000049417
ENSCGOG00000019100	ENSCGOT00000049451
ENSCGOG00000019100	ENSCGOT00000049478
ENSCGOG00000019101	ENSCGOT00000045127
ENSCGOG00000019102	ENSCGOT00000045136
ENSCGOG00000019103	ENSCGOT00000045138
ENSCGOG00000019103	ENSCGOT00000045140
ENSCGOG00000019103	ENSCGOT00000045142
ENSCGOG00000019104	ENSCGOT00000052972
ENSCGOG00000019104	ENSCGOT00000053185
ENSCGOG00000019104	ENSCGOT00000053192
ENSCGOG00000019104	ENSCGOT00000053235
ENSCGOG00000019104	ENSCGOT00000053237
ENSCGOG00000019104	ENSCGOT00000053280
ENSCGOG00000019104	ENSCGOT00000053307
ENSCGOG00000019104	ENSCGOT00000053349
ENSCGOG00000019104	ENSCGOT00000053412
ENSCGOG00000019104	ENSCGOT00000053481
ENSCGOG00000019105	ENSCGOT00000045551
ENSCGOG00000019105	ENSCGOT00000045594
ENSCGOG00000019105	ENSCGOT00000045624
ENSCGOG00000019105	ENSCGOT00000045656
ENSCGOG00000019106	ENSCGOT00000045149
ENSCGOG00000019106	ENSCGOT00000045172
ENSCGOG00000019106	ENSCGOT00000045176
ENSCGOG00000019107	ENSCGOT00000046084
ENSCGOG00000019107	ENSCGOT00000046093
ENSCGOG00000019107	ENSCGOT00000046142
ENSCGOG00000019108	ENSCGOT00000045162
ENSCGOG00000019109	ENSCGOT00000045163
ENSCGOG00000019110	ENSCGOT00000045166
ENSCGOG00000019111	ENSCGOT00000045324
ENSCGOG00000019111	ENSCGOT00000045329
ENSCGOG00000019111	ENSCGOT00000045333
ENSCGOG00000019112	ENSCGOT00000045222
ENSCGOG00000019112	ENSCGOT00000045245
ENSCGOG00000019113	ENSCGOT00000045183
ENSCGOG00000019113	ENSCGOT00000045189
ENSCGOG00000019114	ENSCGOT00000045316
ENSCGOG00000019114	ENSCGOT00000045342
ENSCGOG00000019115	ENSCGOT00000045195
ENSCGOG00000019115	ENSCGOT00000045204
ENSCGOG00000019116	ENSCGOT00000045200
ENSCGOG00000019116	ENSCGOT00000045205
ENSCGOG00000019117	ENSCGOT00000047544
ENSCGOG00000019117	ENSCGOT00000047553
ENSCGOG00000019117	ENSCGOT00000047561
ENSCGOG00000019117	ENSCGOT00000047571
ENSCGOG00000019117	ENSCGOT00000047589
ENSCGOG00000019117	ENSCGOT00000047617
ENSCGOG00000019117	ENSCGOT00000047645
ENSCGOG00000019117	ENSCGOT00000047702
ENSCGOG00000019118	ENSCGOT00000045207
ENSCGOG00000019119	ENSCGOT00000045209
ENSCGOG00000019120	ENSCGOT00000045212
ENSCGOG00000019121	ENSCGOT00000045261
ENSCGOG00000019122	ENSCGOT00000045391
ENSCGOG00000019122	ENSCGOT00000045412
ENSCGOG00000019122	ENSCGOT00000045416
ENSCGOG00000019123	ENSCGOT00000045217
ENSCGOG00000019124	ENSCGOT00000045223
ENSCGOG00000019125	ENSCGOT00000045262
ENSCGOG00000019125	ENSCGOT00000045278
ENSCGOG00000019125	ENSCGOT00000045282
ENSCGOG00000019126	ENSCGOT00000045722
ENSCGOG00000019126	ENSCGOT00000045735
ENSCGOG00000019127	ENSCGOT00000045231
ENSCGOG00000019128	ENSCGOT00000045482
ENSCGOG00000019129	ENSCGOT00000045240
ENSCGOG00000019129	ENSCGOT00000045249
ENSCGOG00000019130	ENSCGOT00000045241
ENSCGOG00000019130	ENSCGOT00000045243
ENSCGOG00000019131	ENSCGOT00000045244
ENSCGOG00000019132	ENSCGOT00000045247
ENSCGOG00000019133	ENSCGOT00000045265
ENSCGOG00000019134	ENSCGOT00000045286
ENSCGOG00000019135	ENSCGOT00000045256
ENSCGOG00000019136	ENSCGOT00000045250
ENSCGOG00000019137	ENSCGOT00000045253
ENSCGOG00000019138	ENSCGOT00000045257
ENSCGOG00000019138	ENSCGOT00000045260
ENSCGOG00000019138	ENSCGOT00000045267
ENSCGOG00000019139	ENSCGOT00000045264
ENSCGOG00000019139	ENSCGOT00000045271
ENSCGOG00000019140	ENSCGOT00000045258
ENSCGOG00000019141	ENSCGOT00000046259
ENSCGOG00000019141	ENSCGOT00000046266
ENSCGOG00000019141	ENSCGOT00000046275
ENSCGOG00000019141	ENSCGOT00000046314
ENSCGOG00000019141	ENSCGOT00000046342
ENSCGOG00000019141	ENSCGOT00000046344
ENSCGOG00000019141	ENSCGOT00000046347
ENSCGOG00000019142	ENSCGOT00000045263
ENSCGOG00000019143	ENSCGOT00000045266
ENSCGOG00000019144	ENSCGOT00000045269
ENSCGOG00000019145	ENSCGOT00000045268
